id_evento,tema_principal,tema_0,tema_1,tema_2
1115/14,1,0.0087,0.958,0.0334
1174/14,2,0.0643,0.4565,0.4793
1203/14,2,0.011,0.0001,0.9889
1202/14,0,0.973,0.0207,0.0063
1222/14,0,0.8943,0.0001,0.1056
1218/14,0,0.6079,0.0112,0.3809
1225/14,0,0.9566,0.0323,0.011
1259/14,0,0.5569,0.0751,0.3679
1242/14,0,0.7966,0.0002,0.2032
1270/14,0,0.9,0.0001,0.0999
1271/14,2,0.0023,0.0001,0.9975
1298/14,2,0.0001,0.0267,0.9733
1291/14,0,0.823,0.0203,0.1567
1308/14,0,0.6489,0.0004,0.3508
1329/14,0,0.999,0.0001,0.0009
1358/14,1,0.0142,0.8143,0.1715
0045/15,1,0.0041,0.9161,0.0797
0049/15,1,0.0007,0.9992,0.0001
0048/15,1,0.0267,0.9723,0.001
0089/15,1,0.0001,0.7557,0.2442
0102/15,1,0.0217,0.9173,0.061
0131/15,1,0.0215,0.8574,0.1211
0146/15,0,0.7026,0.0802,0.2172
0138/15,1,0.0001,0.5059,0.494
0178/15,2,0.0066,0.0002,0.9932
0153/15,1,0.0221,0.9566,0.0213
0163/15,0,0.9999,0.0001,0.0001
0186/15,1,0.0002,0.9902,0.0096
0189/15,0,0.9998,0.0001,0.0001
0196/15,2,0.0,0.4989,0.5011
0217/15,0,0.9229,0.0077,0.0695
0200/15,1,0.0001,0.6053,0.3947
0230/15,0,0.9999,0.0001,0.0001
0221/15,1,0.0042,0.9957,0.0001
0234/15,1,0.0002,0.9997,0.0001
0279/15,2,0.0221,0.0067,0.9712
0266/15,1,0.0376,0.9623,0.0001
0296/15,1,0.0001,0.8948,0.1051
0289/15,0,0.9978,0.0001,0.0021
0305/15,1,0.0001,0.6207,0.3792
0343/15,0,0.929,0.0556,0.0154
0340/15,1,0.0001,0.9844,0.0155
0360/15,2,0.0001,0.0001,0.9999
0442/15,0,0.9819,0.0121,0.006
0451/15,1,0.0182,0.9817,0.0001
0461/15,0,0.9896,0.0001,0.0103
0481/15,1,0.0001,0.9603,0.0396
0514/15,1,0.0078,0.8361,0.1561
0660/15,2,0.1621,0.1608,0.6771
0767/15,0,0.9922,0.0077,0.0001
0789/15,0,0.982,0.0072,0.0108
0829/15,2,0.0009,0.0008,0.9983
0841/15,0,0.9629,0.0001,0.037
0864/15,2,0.0,0.1215,0.8785
0909/15,2,0.0005,0.0071,0.9924
0938/15,2,0.024,0.0001,0.9759
0971/15,2,0.0001,0.0266,0.9733
1130/15,1,0.0001,0.8614,0.1386
1154/15,0,0.9999,0.0001,0.0001
1235/15,2,0.4529,0.0001,0.5471
1285/15,1,0.2576,0.7416,0.0008
1316/15,0,0.9632,0.0072,0.0296
1457/15,2,0.2152,0.0295,0.7552
1480/15,0,0.9998,0.0001,0.0001
1462/15,0,0.6934,0.092,0.2147
1545/15,2,0.0001,0.0449,0.955
1533/15,0,0.9999,0.0001,0.0001
1626/15,0,0.9999,0.0001,0.0001
1651/15,1,0.0447,0.9448,0.0104
1790/15,1,0.0341,0.9385,0.0273
1798/15,0,0.92,0.005,0.075
1818/15,1,0.0001,0.8479,0.152
1845/15,1,0.0001,0.815,0.1848
1866/15,2,0.0,0.0623,0.9377
1869/15,2,0.0001,0.2744,0.7256
1900/15,1,0.0001,0.6998,0.3002
1937/15,2,0.0,0.1606,0.8394
1931/15,1,0.0002,0.9997,0.0002
1920/15,0,0.925,0.0581,0.0168
1959/15,1,0.0009,0.8418,0.1573
1974/15,0,0.4725,0.4594,0.0682
2009/15,1,0.1748,0.8166,0.0087
2014/15,1,0.0001,0.9872,0.0127
2040/15,1,0.0001,0.721,0.2789
2033/15,0,0.9998,0.0001,0.0001
2090/15,1,0.166,0.7352,0.0988
2129/15,1,0.0344,0.9029,0.0627
2115/15,0,0.6849,0.1125,0.2026
2155/15,1,0.0001,0.6689,0.3311
2192/15,1,0.0684,0.9075,0.0241
2214/15,1,0.0966,0.9033,0.0001
2205/15,2,0.0001,0.1318,0.8682
2237/15,1,0.0347,0.895,0.0703
2278/15,1,0.1113,0.8389,0.0498
2299/15,1,0.1713,0.8281,0.0006
2333/15,1,0.0001,0.8306,0.1693
2355/15,1,0.0352,0.7645,0.2003
2348/15,0,0.9895,0.0104,0.0001
2374/15,1,0.0001,0.9613,0.0386
2407/15,1,0.0755,0.9244,0.0001
2432/15,0,0.9998,0.0001,0.0001
2430/15,1,0.0032,0.9968,0.0001
2455/15,1,0.0001,0.9998,0.0001
2500/15,1,0.0178,0.9803,0.0019
2535/15,1,0.0794,0.7775,0.1431
2566/15,1,0.0005,0.9989,0.0006
2588/15,1,0.0392,0.9437,0.0171
2577/15,0,0.5389,0.146,0.3151
2612/15,1,0.099,0.8363,0.0647
2643/15,1,0.0003,0.9994,0.0003
2665/15,1,0.0135,0.9864,0.0001
2654/15,1,0.0152,0.9699,0.0149
2683/15,1,0.011,0.9889,0.0001
2675/15,0,0.5704,0.4296,0.0001
2708/15,1,0.0072,0.9856,0.0073
2729/15,1,0.0191,0.9589,0.022
2749/15,1,0.0319,0.968,0.0001
2769/15,1,0.0158,0.9684,0.0158
2773/15,1,0.0222,0.9546,0.0232
0360/16,1,0.0142,0.9717,0.0141
0378/16,1,0.0001,0.9992,0.0007
0388/16,1,0.0001,0.9998,0.0001
0425/16,1,0.0826,0.7702,0.1472
0461/16,2,0.0672,0.0024,0.9304
0432/16,1,0.0912,0.9087,0.0001
0468/16,1,0.0133,0.9737,0.013
0467/16,0,0.9999,0.0001,0.0001
0484/16,1,0.0175,0.9653,0.0172
0486/16,0,0.8064,0.0001,0.1935
0492/16,2,0.3471,0.0001,0.6528
0500/16,1,0.0652,0.9285,0.0063
0505/16,0,0.9695,0.0273,0.0033
0524/16,1,0.0001,0.8872,0.1127
0547/16,1,0.0148,0.9705,0.0147
0556/16,1,0.0001,0.8367,0.1632
0591/16,2,0.0066,0.0001,0.9933
0570/16,1,0.0002,0.9733,0.0265
0599/16,1,0.0401,0.9451,0.0147
0598/16,2,0.0001,0.0001,0.9999
0624/16,1,0.0001,0.8963,0.1036
0619/16,0,0.9659,0.0001,0.034
0660/16,0,0.5141,0.0,0.4858
0644/16,1,0.0001,0.9998,0.0001
0674/16,2,0.0001,0.3598,0.6401
0673/16,2,0.0001,0.0058,0.9941
0670/16,1,0.0097,0.981,0.0093
0684/16,1,0.0139,0.9724,0.0137
0697/16,1,0.0001,0.9137,0.0862
0772/16,0,0.7865,0.1798,0.0337
0777/16,1,0.0001,0.9859,0.014
0841T/16,2,0.2734,0.1616,0.565
0839/16,0,0.9998,0.0001,0.0001
0837/16,2,0.1449,0.0001,0.855
0853/16,0,0.7081,0.0083,0.2837
0843/16,1,0.0,0.9748,0.0252
0887/16,2,0.0064,0.0001,0.9935
0858/16,1,0.0,0.9998,0.0002
0899/16,0,0.996,0.0001,0.0039
0896/16,0,0.7276,0.1907,0.0817
0893/16,1,0.0,0.9739,0.026
0908/16,1,0.05,0.9022,0.0478
0912/16,2,0.2749,0.0001,0.725
0921/16,1,0.0147,0.9706,0.0147
0956/16,1,0.1033,0.6901,0.2066
0963/16,1,0.0002,0.9996,0.0002
1000/16,1,0.0085,0.597,0.3944
0985/16,1,0.0001,0.872,0.1279
1020/16,0,0.517,0.0041,0.4789
1015/16,1,0.0016,0.9968,0.0016
1052/16,0,0.9998,0.0001,0.0001
1027/16,1,0.1085,0.8022,0.0893
1060/16,1,0.0003,0.9995,0.0002
1087/16,1,0.0101,0.9898,0.0001
1115/16,2,0.0001,0.0121,0.9878
1112/16,1,0.0553,0.894,0.0507
1118/16,2,0.0807,0.0001,0.9193
1125/16,1,0.0001,0.9998,0.0001
1157/16,0,0.9999,0.0001,0.0001
1141/16,1,0.2852,0.6726,0.0422
1165/16,1,0.0007,0.9191,0.0802
1188/16,1,0.0027,0.961,0.0363
1193/16,1,0.0117,0.9767,0.0115
1200/16,1,0.0069,0.9669,0.0262
1238/16,1,0.0001,0.8198,0.1801
1266/16,2,0.0423,0.0,0.9576
1244/16,1,0.0109,0.9879,0.0013
1270/16,1,0.0204,0.9592,0.0204
1299/16,1,0.019,0.9622,0.0188
1282/16,0,0.5396,0.3155,0.1449
1313/16,2,0.0428,0.0004,0.9568
1333/16,1,0.1465,0.8356,0.0179
1375/16,2,0.0261,0.0001,0.9738
1363/16,1,0.1207,0.8793,0.0001
1383/16,1,0.0147,0.9707,0.0146
1386/16,0,0.8996,0.0833,0.0171
1399/16,1,0.0166,0.9834,0.0001
1430/16,1,0.0264,0.8976,0.076
1469/16,2,0.0678,0.0567,0.8756
1445/16,1,0.0847,0.9152,0.0001
1485/16,2,0.0001,0.2777,0.7222
1483/16,0,0.9477,0.0001,0.0523
1480/16,2,0.0001,0.0001,0.9998
1499/16,1,0.4103,0.584,0.0056
1526/16,0,0.5473,0.0001,0.4526
1503/16,1,0.1961,0.7661,0.0378
1539/16,1,0.0134,0.9727,0.0139
1538/16,0,0.9863,0.0135,0.0001
1533/16,2,0.4149,0.0001,0.585
1563/16,1,0.1099,0.7933,0.0968
1594/16,2,0.0157,0.0001,0.9843
1571/16,1,0.1256,0.8732,0.0012
1615/16,1,0.0086,0.9827,0.0087
1609/16,2,0.0001,0.0146,0.9853
1619/16,1,0.0295,0.8167,0.1538
1630/16,1,0.0083,0.9406,0.0511
1649/16,0,0.9902,0.0098,0.0001
1692/16,1,0.0001,0.8847,0.1152
1694/16,1,0.3172,0.6446,0.0383
1695/16,2,0.0001,0.0001,0.9998
0147/17,1,0.0564,0.8502,0.0934
0152/17,1,0.021,0.8979,0.0812
0189/17,1,0.0151,0.9701,0.0148
0199/17,1,0.0267,0.971,0.0022
0242/17,2,0.0096,0.0023,0.9881
0219/17,1,0.043,0.9193,0.0377
0244/17,1,0.0476,0.9522,0.0002
0269/17,2,0.0001,0.0001,0.9998
0260/17,1,0.0001,0.9612,0.0387
0285/17,1,0.0052,0.9219,0.0729
0278/17,0,0.9651,0.0001,0.0348
0289/17,1,0.0001,0.9423,0.0576
0313/17,1,0.0348,0.9647,0.0004
0337/17,1,0.0001,0.8155,0.1844
0359/17,1,0.0003,0.9992,0.0004
0358/17,0,0.7011,0.1267,0.1722
0373/17,1,0.0001,0.936,0.0639
0402/17,1,0.0105,0.9065,0.083
0409/17,1,0.0003,0.9013,0.0984
0425/17,1,0.0162,0.9735,0.0103
0434/17,1,0.0234,0.8241,0.1525
0440/17,0,0.9689,0.0276,0.0035
0463/17,1,0.0147,0.9851,0.0002
0475/17,0,0.998,0.0001,0.002
0525/17,2,0.0001,0.0242,0.9757
0507/17,1,0.0303,0.8163,0.1534
0531/17,2,0.0001,0.0001,0.9999
0530/17,1,0.0152,0.9701,0.0147
0540/17,1,0.0002,0.9996,0.0002
0535/17,0,0.9997,0.0001,0.0002
0545/17,1,0.0002,0.9929,0.0069
0575/17,1,0.0198,0.9603,0.02
0577/17,0,0.9559,0.0112,0.0328
0598/17,2,0.0877,0.0671,0.8451
0591/17,1,0.014,0.9065,0.0795
0582/17,0,0.9998,0.0001,0.0001
0630/17,1,0.0422,0.5309,0.4269
0614/17,1,0.0414,0.8926,0.066
0654/17,1,0.0623,0.898,0.0398
0647/17,0,0.9955,0.0001,0.0044
0693/17,1,0.0001,0.6199,0.38
0695/17,2,0.0153,0.0,0.9846
0672/17,1,0.0974,0.9025,0.0001
0706/17,1,0.0043,0.9955,0.0001
0727/17,1,0.0607,0.9239,0.0154
0730/17,2,0.0,0.0,0.9999
0707/17,1,0.0223,0.8115,0.1662
0720/17,2,0.0001,0.0001,0.9999
0734/17,2,0.1912,0.0001,0.8088
0754/17,1,0.0003,0.9994,0.0003
0749/17,2,0.0347,0.0001,0.9652
0746/17,1,0.0389,0.8072,0.1539
0740/17,0,0.9725,0.0001,0.0275
0765/17,2,0.0001,0.0001,0.9999
0762/17,1,0.0417,0.9181,0.0402
0777/17,1,0.0575,0.9157,0.0268
0822/17,1,0.0233,0.9705,0.0062
0800/17,1,0.0001,0.809,0.1908
0836/17,1,0.0093,0.6889,0.3017
0884/17,2,0.0049,0.001,0.9941
0866/17,1,0.0173,0.9738,0.0088
0865/17,1,0.0008,0.9983,0.0009
0904/17,1,0.0001,0.8768,0.123
0910/17,1,0.0016,0.8459,0.1525
0912/17,1,0.0001,0.9998,0.0001
0911/17,1,0.0043,0.8272,0.1685
0915/17,0,0.9998,0.0001,0.0001
0949/17,2,0.0626,0.0043,0.9331
0944/17,0,0.9999,0.0001,0.0001
0928/17,1,0.0397,0.5329,0.4275
0973/17,0,0.9746,0.0179,0.0075
0968/17,2,0.0013,0.0001,0.9986
0966/17,1,0.006,0.6709,0.3231
0982/17,1,0.0192,0.9757,0.0051
0980/17,2,0.1737,0.0001,0.8262
0997/17,1,0.0001,0.9242,0.0758
1029/17,2,0.028,0.0001,0.9719
1008/17,1,0.0158,0.9842,0.0001
1034/17,1,0.0075,0.9922,0.0003
1037/17,0,0.9836,0.0001,0.0163
1053/17,1,0.0427,0.9572,0.0001
1055/17,0,0.9999,0.0,0.0
1040/17,2,0.2816,0.0012,0.7172
1071/17,1,0.0465,0.9534,0.0001
1064/17,0,0.9649,0.0073,0.0279
1096/17,0,0.9999,0.0001,0.0001
1111/17,1,0.0551,0.9449,0.0
1101/17,0,0.926,0.0001,0.0739
1147/17,2,0.1196,0.4073,0.473
1118/17,1,0.0001,0.8804,0.1195
1159/17,0,0.5323,0.1305,0.3372
1153/17,1,0.0104,0.9373,0.0523
1158/17,0,0.9999,0.0001,0.0001
1206/17,2,0.0707,0.09,0.8393
1180/17,1,0.1062,0.8782,0.0156
1208/17,1,0.0003,0.9995,0.0003
1215/17,0,0.9999,0.0001,0.0001
1223/17,1,0.0003,0.9969,0.0028
1246/17,0,0.9847,0.0127,0.0026
1259/17,1,0.1159,0.8841,0.0001
1248/17,0,0.9791,0.0207,0.0001
1284/17,1,0.0977,0.9012,0.001
1317/17,0,0.9999,0.0001,0.0001
1337/17,1,0.002,0.9958,0.0022
1323/17,0,0.9858,0.0001,0.014
1357/17,2,0.138,0.0001,0.8619
1354/17,1,0.0159,0.955,0.0291
1363/17,1,0.0116,0.5222,0.4662
1382/17,1,0.0011,0.9953,0.0035
1410/17,0,0.4757,0.3556,0.1687
1388/17,1,0.0439,0.9559,0.0001
1426/17,1,0.0001,0.8657,0.1342
1422/17,0,0.9207,0.0133,0.0659
1428/17,1,0.0001,0.8911,0.1088
1432/17,0,0.9421,0.0044,0.0535
1468/17,1,0.0426,0.6908,0.2666
1472/17,2,0.0,0.0158,0.9842
1455/17,1,0.0001,0.7248,0.2752
1476/17,1,0.0005,0.9514,0.0481
1482/17,1,0.0,0.7861,0.2139
1511/17,1,0.0658,0.5479,0.3863
1518/17,2,0.1346,0.0001,0.8653
1516/17,0,0.9839,0.0142,0.0019
1513/17,1,0.0375,0.5463,0.4162
1547/17,0,0.7464,0.0,0.2535
1512/17,1,0.0006,0.8982,0.1012
1577/17,1,0.0002,0.9868,0.013
1599/17,1,0.0206,0.976,0.0034
1600/17,0,0.9946,0.0053,0.0001
1588/17,2,0.0207,0.0001,0.9792
1615/17,2,0.0789,0.0711,0.8501
1634/17,1,0.0001,0.8516,0.1482
1677/17,1,0.0038,0.9924,0.0038
1659/17,1,0.0001,0.8031,0.1969
1714/17,1,0.0893,0.8425,0.0681
1683/17,1,0.0688,0.9088,0.0224
1721/17,1,0.0002,0.9939,0.0059
1737/17,1,0.0501,0.9402,0.0097
1732/17,0,0.9999,0.0001,0.0001
1777/17,0,0.8427,0.1049,0.0524
1756/17,1,0.0001,0.7085,0.2914
1785/17,1,0.0005,0.999,0.0005
1797/17,0,0.8606,0.0499,0.0894
1795/17,2,0.4372,0.0,0.5628
1808/17,1,0.0462,0.9318,0.0219
1831/17,0,0.9844,0.0155,0.0001
1823/17,1,0.0718,0.9029,0.0253
1892/17,1,0.0001,0.9543,0.0456
1877/17,0,0.9998,0.0001,0.0001
1904/17,1,0.0204,0.9757,0.0039
1903/17,1,0.0018,0.9964,0.0018
1931/17,1,0.0003,0.9773,0.0224
1939/17,0,0.9695,0.0001,0.0304
1949/17,1,0.0001,0.9432,0.0568
1988/17,2,0.0252,0.0592,0.9156
1981/17,1,0.0013,0.9974,0.0013
1995/17,1,0.0031,0.9763,0.0206
2002/17,2,0.1363,0.0473,0.8163
2001/17,0,0.6548,0.0305,0.3147
2005/17,1,0.0111,0.9293,0.0596
0100/18,1,0.0001,0.9933,0.0066
0130/18,1,0.0441,0.8028,0.1531
0144/18,1,0.0859,0.8319,0.0822
0173/18,1,0.0231,0.9538,0.0231
51247,2,0.2238,0.0001,0.7761
0180/18,1,0.0001,0.9998,0.0001
0218/18,2,0.0141,0.0069,0.979
0200/18,1,0.0002,0.9995,0.0003
0223/18,1,0.0317,0.9366,0.0316
0225/18,1,0.019,0.9619,0.0191
0235/18,1,0.0001,0.9998,0.0001
0273/18,2,0.0001,0.0023,0.9976
0255/18,1,0.0001,0.9375,0.0624
0285/18,0,0.6268,0.0001,0.3731
0290/18,1,0.0002,0.8211,0.1788
0325/18,2,0.0011,0.0353,0.9637
0316/18,1,0.0003,0.9303,0.0694
0308/18,1,0.0002,0.847,0.1527
0342/18,0,0.9563,0.0144,0.0293
0340/18,2,0.0001,0.0001,0.9998
51573,0,0.8443,0.0001,0.1556
0346/18,1,0.0026,0.9973,0.0002
0348/18,2,0.0083,0.0001,0.9916
0374/18,1,0.0037,0.9924,0.0039
0372/18,1,0.0093,0.8522,0.1385
51576,0,0.9077,0.0001,0.0923
0411/18,2,0.0366,0.0001,0.9632
0430/18,2,0.0,0.3872,0.6127
0442/18,2,0.026,0.0018,0.9723
0454/18,1,0.0097,0.879,0.1113
0448/18,2,0.0839,0.1883,0.7277
0496/18,2,0.0001,0.0,0.9999
0478/18,1,0.0001,0.8582,0.1417
0468/18,2,0.0001,0.0001,0.9998
52945,0,0.9918,0.0081,0.0001
0511/18,1,0.0003,0.9434,0.0563
52973,2,0.1282,0.0001,0.8717
0546/18,1,0.0001,0.7664,0.2335
0580/18,1,0.0108,0.9787,0.0106
0608/18,1,0.0296,0.9434,0.027
53237,2,0.0001,0.0002,0.9997
0652/18,2,0.0,0.3559,0.6441
53238,2,0.112,0.0001,0.8879
53285,2,0.0116,0.0035,0.985
0670/18,1,0.0779,0.9207,0.0014
53265,0,0.8621,0.1288,0.0091
0691/18,1,0.0003,0.9895,0.0102
0677/18,1,0.0191,0.9624,0.0185
53300,2,0.35,0.0132,0.6369
0721/18,1,0.0001,0.9565,0.0434
53389,2,0.298,0.0001,0.702
53394,2,0.0002,0.0001,0.9997
0731/18,1,0.0343,0.7997,0.1661
53497,1,0.0001,0.9835,0.0164
53482,2,0.0532,0.0001,0.9467
53483,2,0.0068,0.0001,0.9931
53540,1,0.0551,0.7537,0.1912
53484,2,0.1324,0.0001,0.8675
53486,0,0.6615,0.0001,0.3384
53581,2,0.0015,0.0,0.9985
53635,2,0.0001,0.005,0.9949
53628,2,0.0001,0.0001,0.9999
52843,0,0.9999,0.0001,0.0001
53672,2,0.0001,0.0001,0.9998
53778,2,0.0001,0.0001,0.9999
53595,1,0.1613,0.8386,0.0001
53825,2,0.2925,0.0001,0.7074
53863,1,0.027,0.9729,0.0001
53883,1,0.0016,0.9968,0.0016
53944,1,0.0312,0.7804,0.1884
53932,2,0.0005,0.0001,0.9994
53990,1,0.0001,0.99,0.0098
53884,0,0.9998,0.0001,0.0001
53929,2,0.0001,0.0001,0.9998
54003,1,0.0049,0.9821,0.013
54067,1,0.0002,0.9997,0.0002
54108,2,0.02,0.0001,0.9799
54135,1,0.1104,0.8301,0.0596
54047,2,0.299,0.0226,0.6784
54153,1,0.0002,0.92,0.0799
54194,2,0.0057,0.0001,0.9942
54228,1,0.0091,0.9661,0.0248
54243,1,0.0002,0.9997,0.0001
53989,0,0.8682,0.0404,0.0914
54055,2,0.0001,0.0001,0.9998
54305,1,0.0002,0.9996,0.0002
54390,1,0.0001,0.9747,0.0253
54221,2,0.0001,0.0001,0.9999
54400,1,0.0001,0.913,0.0869
